hex_id,lat,lng,district,ndvi,ndvi_trend_3y,lst_c,pop_density,built_density,road_density,dist_road_m,impervious,elevation_m,landuse,structural_component,behavioural_component,eco_risk_true,high_risk_true,rep_count,rep_sev_mean,rep_sev_max,rep_trust_sum,rep_verified_share,rep_uniq_users,rep_behav_share,rep_late_share
H01881,43.343378378378475,77.02368928054756,Турксиб,0.402,-0.03,23.8,3488.0,0.038,0.246,230.0,0.02,1173.0,Жилая,-1.26,0.054,2.482,0,3.0,2.3333333333333335,3.0,2.176,0.6666666666666666,3.0,0.3333333333333333,0.3333333333333333
H01882,43.343378378378475,77.03118741225671,Турксиб,0.436,0.001,25.1,3080.0,0.038,0.252,307.0,0.089,1161.0,Пустырь,-2.381,-0.988,3.284,0,1.0,1.0,1.0,0.586,0.0,1.0,1.0,1.0
H01883,43.343378378378475,77.03868554396587,Турксиб,0.373,-0.016,24.5,2897.0,0.039,0.258,341.0,0.11,1152.0,Пустырь,-1.594,-1.016,4.367,0,2.0,4.5,5.0,1.302,1.0,2.0,1.0,0.0
H01884,43.343378378378475,77.04618367567502,Турксиб,0.443,-0.045,22.7,1597.0,0.04,0.264,207.0,0.028,1166.0,Жилая,-1.194,-1.088,3.61,0,3.0,3.0,4.0,1.404,0.3333333333333333,3.0,0.6666666666666666,0.3333333333333333
H01885,43.343378378378475,77.05368180738418,Турксиб,0.267,-0.032,24.0,1384.0,0.041,0.27,316.0,0.108,1189.0,Коммерческая,-0.256,0.038,4.797,0,2.0,3.5,4.0,0.828,1.0,2.0,1.0,0.0
H01886,43.343378378378475,77.06117993909334,Турксиб,0.358,-0.034,25.2,1591.0,0.042,0.276,306.0,0.02,1217.0,Пустырь,-0.925,1.363,5.527,0,17.0,3.4705882352941178,5.0,8.861,0.4117647058823529,16.0,0.9411764705882353,0.5294117647058824
H01887,43.343378378378475,77.06867807080249,Турксиб,0.411,-0.03,23.0,2368.0,0.043,0.281,283.0,0.103,1215.0,Парк/сквер,-1.432,0.212,4.345,0,3.0,1.6666666666666667,2.0,0.6619999999999999,0.6666666666666666,3.0,0.6666666666666666,0.6666666666666666
H01888,43.343378378378475,77.07617620251165,Турксиб,0.436,-0.043,21.6,2074.0,0.044,0.286,284.0,0.02,1222.0,Коммерческая,-1.632,-0.348,3.399,0,1.0,3.0,3.0,0.319,0.0,1.0,1.0,0.0
H01889,43.343378378378475,77.0836743342208,Турксиб,0.417,-0.016,25.7,2749.0,0.044,0.29,219.0,0.191,1262.0,Пустырь,-1.067,1.624,5.202,0,25.0,3.36,5.0,14.061,0.68,25.0,0.92,0.48
H01890,43.343378378378475,77.09117246592996,Турксиб,0.427,-0.043,22.8,2257.0,0.045,0.293,259.0,0.205,1215.0,Парк/сквер,-0.893,0.168,5.381,0,3.0,2.6666666666666665,5.0,1.708,1.0,3.0,1.0,0.3333333333333333
H01891,43.343378378378475,77.09867059763911,Турксиб,0.377,-0.041,23.8,911.0,0.045,0.295,361.0,0.053,1228.0,Промышленная,-1.199,0.603,4.571,0,5.0,2.8,4.0,3.6790000000000003,0.8,5.0,1.0,0.2
H01892,43.34810810810821,76.78,Алатау,0.381,-0.021,22.5,1077.0,0.046,0.318,259.0,0.155,837.0,Пустырь,-1.284,2.049,4.471,0,28.0,3.4642857142857144,5.0,12.936,0.6071428571428571,25.0,0.8928571428571429,0.6071428571428571
H01893,43.34810810810821,76.78749813170916,Алатау,0.323,-0.024,24.7,3634.0,0.048,0.322,308.0,0.02,858.0,Промышленная,-0.985,0.026,4.115,0,6.0,3.1666666666666665,5.0,3.495,0.6666666666666666,6.0,1.0,0.5
H01894,43.34810810810821,76.79499626341831,Алатау,0.342,-0.035,24.4,2895.0,0.05,0.323,243.0,0.071,893.0,Транспорт,-0.448,1.21,5.135,0,17.0,3.7058823529411766,5.0,8.959,0.7058823529411765,17.0,0.8235294117647058,0.5294117647058824
H01895,43.34810810810821,76.80249439512747,Алатау,0.306,-0.05,24.6,2586.0,0.052,0.32,262.0,0.146,888.0,Пустырь,0.365,0.923,4.753,0,14.0,3.357142857142857,5.0,5.529,0.7142857142857143,11.0,0.8571428571428571,0.7142857142857143
H01896,43.34810810810821,76.80999252683662,Алатау,0.324,-0.048,24.5,2479.0,0.055,0.316,291.0,0.088,883.0,Транспорт,-0.099,-1.357,3.847,0,2.0,3.0,3.0,1.645,1.0,2.0,0.5,1.0
H01897,43.34810810810821,76.81749065854578,Алатау,0.394,-0.038,24.0,1149.0,0.058,0.313,312.0,0.202,930.0,Пустырь,-0.792,1.747,5.832,0,14.0,3.5714285714285716,5.0,7.5809999999999995,0.6428571428571429,14.0,0.7857142857142857,0.5
H01898,43.34810810810821,76.82498879025493,Алатау,0.313,-0.01,25.2,2622.0,0.062,0.31,324.0,0.02,947.0,Коммерческая,-1.235,-1.163,3.459,0,4.0,2.75,4.0,2.171,0.5,4.0,1.0,1.0
H01899,43.34810810810821,76.83248692196409,Алатау,0.386,-0.037,24.4,3886.0,0.067,0.309,260.0,0.178,902.0,Пустырь,-0.522,0.989,5.039,0,13.0,3.769230769230769,5.0,6.2010000000000005,0.38461538461538464,13.0,1.0,0.46153846153846156
H01900,43.34810810810821,76.83998505367325,Алатау,0.28,-0.033,26.5,3857.0,0.072,0.31,248.0,0.089,931.0,Жилая,0.327,-0.132,5.027,0,1.0,5.0,5.0,0.676,1.0,1.0,1.0,1.0
H01901,43.34810810810821,76.8474831853824,Алатау,0.372,-0.051,25.5,3373.0,0.077,0.312,297.0,0.174,932.0,Жилая,0.009,-0.2,6.545,1,1.0,3.0,3.0,0.443,1.0,1.0,1.0,1.0
H01902,43.34810810810821,76.85498131709156,Алатау,0.398,-0.038,25.5,2964.0,0.082,0.314,225.0,0.076,952.0,Парк/сквер,-0.482,1.011,4.746,0,12.0,2.75,5.0,7.163,0.5833333333333334,11.0,0.6666666666666666,0.6666666666666666
H01903,43.34810810810821,76.86247944880071,Алатау,0.32,-0.018,25.7,4915.0,0.087,0.315,235.0,0.164,935.0,Парк/сквер,-0.205,0.808,6.114,0,18.0,3.3333333333333335,5.0,9.921,0.3888888888888889,17.0,0.7777777777777778,0.3333333333333333
H01904,43.34810810810821,76.86997758050987,Алатау,0.282,-0.023,26.0,3216.0,0.091,0.316,317.0,0.099,965.0,Пустырь,-0.223,1.511,5.899,0,19.0,3.263157894736842,5.0,8.531,0.3684210526315789,18.0,0.8421052631578947,0.631578947368421
H01905,43.34810810810821,76.87747571221902,Алатау,0.336,-0.014,25.1,4433.0,0.095,0.315,242.0,0.103,978.0,Транспорт,-0.672,-0.125,4.767,0,1.0,3.0,3.0,0.556,0.0,1.0,1.0,1.0
H01906,43.34810810810821,76.88497384392818,Алатау,0.312,-0.049,26.4,6714.0,0.098,0.313,310.0,0.112,945.0,Жилая,0.399,-0.195,5.095,0,2.0,3.0,3.0,0.829,0.0,2.0,1.0,0.5
H01907,43.34810810810821,76.89247197563733,Алатау,0.332,-0.025,24.0,6303.0,0.099,0.309,238.0,0.137,984.0,Парк/сквер,-0.349,0.392,4.849,0,10.0,3.4,5.0,6.062,0.8,10.0,0.9,0.6
H01908,43.34810810810821,76.89997010734649,Алатау,0.279,-0.057,24.9,3600.0,0.1,0.303,246.0,0.096,1026.0,Пустырь,0.926,1.009,6.54,1,9.0,4.111111111111111,5.0,4.8469999999999995,0.5555555555555556,9.0,1.0,0.6666666666666666
H01909,43.34810810810821,76.90746823905565,Алатау,0.342,-0.025,23.9,4753.0,0.099,0.297,267.0,0.128,1028.0,Пустырь,-0.616,0.49,4.332,0,7.0,2.7142857142857144,4.0,3.558,0.42857142857142855,7.0,0.8571428571428571,0.5714285714285714
H01910,43.34810810810821,76.9149663707648,Алатау,0.445,-0.037,25.0,4935.0,0.096,0.289,267.0,0.186,1021.0,Пустырь,-0.818,1.684,5.205,0,22.0,3.1818181818181817,5.0,10.444,0.7272727272727273,20.0,0.9090909090909091,0.7272727272727273
H01911,43.34810810810821,76.92246450247396,Алатау,0.348,-0.066,25.2,5291.0,0.092,0.28,233.0,0.149,989.0,Пустырь,0.83,1.493,6.119,0,15.0,3.6,5.0,8.368,0.4666666666666667,14.0,0.6666666666666666,0.6666666666666666
H01912,43.34810810810821,76.92996263418311,Турксиб,0.29,-0.027,24.2,6157.0,0.087,0.271,284.0,0.124,1028.0,Жилая,-0.232,-0.944,5.234,0,1.0,3.0,3.0,0.493,1.0,1.0,1.0,1.0
H01913,43.34810810810821,76.93746076589227,Турксиб,0.34,-0.035,24.6,3794.0,0.08,0.261,284.0,0.031,1035.0,Пустырь,-0.57,0.403,4.847,0,6.0,3.5,5.0,3.2880000000000003,0.6666666666666666,6.0,1.0,0.5
H01914,43.34810810810821,76.94495889760142,Турксиб,0.334,-0.014,24.2,4416.0,0.073,0.252,232.0,0.082,1038.0,Пустырь,-0.865,1.714,5.179,0,27.0,3.5185185185185186,5.0,13.219,0.6666666666666666,27.0,0.9629629629629629,0.6296296296296297
H01915,43.34810810810821,76.95245702931058,Турксиб,0.397,-0.048,24.2,4783.0,0.066,0.244,285.0,0.107,1086.0,Транспорт,-0.607,0.349,3.967,0,7.0,2.142857142857143,4.0,3.337,0.7142857142857143,7.0,0.7142857142857143,0.42857142857142855
H01916,43.34810810810821,76.95995516101974,Турксиб,0.366,-0.054,24.0,5293.0,0.059,0.237,328.0,0.102,1096.0,Жилая,-0.417,-0.431,3.881,0,3.0,3.3333333333333335,4.0,2.152,1.0,3.0,1.0,1.0
H01917,43.34810810810821,76.96745329272889,Турксиб,0.374,-0.032,21.2,3042.0,0.052,0.232,403.0,0.02,1086.0,Пустырь,-1.973,1.249,4.544,0,17.0,3.4705882352941178,5.0,8.717,0.8235294117647058,17.0,0.9411764705882353,0.7058823529411765
H01918,43.34810810810821,76.97495142443805,Турксиб,0.322,-0.025,24.4,3135.0,0.046,0.228,276.0,0.121,1091.0,Жилая,-0.627,-0.348,4.42,0,2.0,3.5,5.0,1.296,0.5,2.0,1.0,0.5
H01919,43.34810810810821,76.9824495561472,Турксиб,0.359,-0.034,24.6,4676.0,0.042,0.226,337.0,0.103,1094.0,Парк/сквер,-0.936,-0.743,4.769,0,2.0,4.0,5.0,1.205,0.5,2.0,1.0,1.0
H01920,43.34810810810821,76.98994768785636,Турксиб,0.345,-0.042,23.6,2697.0,0.038,0.226,305.0,0.082,1070.0,Пустырь,-0.671,1.888,5.676,0,24.0,3.4166666666666665,5.0,12.84,0.5416666666666666,23.0,0.7083333333333334,0.7083333333333334
H01921,43.34810810810821,76.99744581956551,Турксиб,0.376,-0.011,26.3,2138.0,0.035,0.228,311.0,0.078,1117.0,Парк/сквер,-1.473,1.081,5.166,0,15.0,3.2666666666666666,5.0,9.601,0.7333333333333333,14.0,0.8,0.6666666666666666
H01922,43.34810810810821,77.00494395127467,Турксиб,0.297,-0.015,25.4,3321.0,0.034,0.231,379.0,0.065,1117.0,Жилая,-1.172,-0.412,4.461,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H01923,43.34810810810821,77.01244208298382,Турксиб,0.35,-0.04,25.1,3089.0,0.033,0.236,272.0,0.155,1095.0,Парк/сквер,-0.291,-0.001,4.395,0,2.0,4.0,4.0,0.802,1.0,2.0,1.0,0.0
H01924,43.34810810810821,77.01994021469298,Турксиб,0.39,-0.028,23.5,3201.0,0.033,0.242,274.0,0.052,1145.0,Парк/сквер,-1.377,-0.974,3.829,0,2.0,3.5,4.0,1.0990000000000002,0.0,2.0,1.0,0.5
H01925,43.34810810810821,77.02743834640214,Турксиб,0.401,-0.018,22.9,3959.0,0.034,0.248,324.0,0.068,1132.0,Пустырь,-1.987,0.939,4.967,0,9.0,3.3333333333333335,5.0,3.944,0.5555555555555556,9.0,1.0,0.7777777777777778
H01926,43.34810810810821,77.03493647811129,Турксиб,0.388,-0.03,23.4,2767.0,0.036,0.255,284.0,0.165,1148.0,Пустырь,-1.105,-0.021,3.682,0,1.0,4.0,4.0,0.499,0.0,1.0,1.0,0.0
H01927,43.34810810810821,77.04243460982045,Турксиб,0.316,-0.045,23.6,1553.0,0.037,0.262,280.0,0.061,1156.0,Парк/сквер,-0.298,-0.984,3.791,0,3.0,2.6666666666666665,4.0,1.768,0.6666666666666666,3.0,0.6666666666666666,0.0
H01928,43.34810810810821,77.0499327415296,Турксиб,0.36,-0.045,22.6,2691.0,0.039,0.268,350.0,0.02,1172.0,Парк/сквер,-1.164,-0.496,3.79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H01929,43.34810810810821,77.05743087323876,Турксиб,0.469,-0.036,21.4,1004.0,0.04,0.275,394.0,0.074,1148.0,Пустырь,-2.459,0.3,3.577,0,2.0,3.0,3.0,0.552,0.5,2.0,1.0,0.5
H01930,43.34810810810821,77.06492900494791,Турксиб,0.309,-0.038,23.3,1967.0,0.042,0.28,284.0,0.121,1165.0,Пустырь,-0.339,0.072,4.444,0,4.0,2.75,3.0,2.854,1.0,4.0,1.0,0.75
H01931,43.34810810810821,77.07242713665707,Турксиб,0.372,-0.043,25.6,2922.0,0.043,0.286,307.0,0.13,1197.0,Пустырь,-0.489,1.365,6.359,0,19.0,3.526315789473684,5.0,9.158,0.631578947368421,18.0,0.7368421052631579,0.7894736842105263
H01932,43.34810810810821,77.07992526836622,Турксиб,0.406,-0.023,22.0,1615.0,0.044,0.29,263.0,0.082,1242.0,Пустырь,-1.67,-0.755,3.424,0,2.0,3.0,4.0,0.971,1.0,2.0,0.5,1.0
H01933,43.34810810810821,77.08742340007538,Турксиб,0.402,-0.043,22.8,4764.0,0.045,0.293,236.0,0.122,1197.0,Жилая,-0.79,-0.279,3.984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H01934,43.34810810810821,77.09492153178454,Турксиб,0.301,-0.037,22.7,2575.0,0.045,0.296,336.0,0.187,1194.0,Пустырь,-0.43,1.051,4.551,0,14.0,3.0714285714285716,5.0,7.397,0.5714285714285714,14.0,0.7857142857142857,0.6428571428571429
H01935,43.35283783783794,76.78374906585458,Алатау,0.39,-0.04,24.4,2468.0,0.046,0.326,261.0,0.114,898.0,Пустырь,-0.684,0.003,4.997,0,1.0,5.0,5.0,0.828,1.0,1.0,1.0,1.0
H01936,43.35283783783794,76.79124719756373,Алатау,0.362,-0.028,25.0,2733.0,0.047,0.328,323.0,0.072,860.0,Пустырь,-1.085,0.824,5.166,0,15.0,3.6666666666666665,5.0,6.046,0.6666666666666666,15.0,0.8,0.5333333333333333
H01937,43.35283783783794,76.79874532927289,Алатау,0.332,-0.023,25.3,3902.0,0.049,0.326,290.0,0.032,863.0,Пустырь,-0.89,-0.273,4.464,0,7.0,3.4285714285714284,5.0,3.6959999999999997,0.7142857142857143,7.0,1.0,0.7142857142857143
H01938,43.35283783783794,76.80624346098205,Алатау,0.402,-0.05,22.4,3123.0,0.051,0.321,281.0,0.097,885.0,Парк/сквер,-0.859,-0.159,3.974,0,1.0,5.0,5.0,0.675,1.0,1.0,1.0,1.0
H01939,43.35283783783794,76.8137415926912,Алатау,0.294,-0.041,24.5,3917.0,0.053,0.315,242.0,0.158,864.0,Транспорт,0.298,-0.771,3.886,0,2.0,2.5,3.0,0.8800000000000001,0.5,2.0,1.0,1.0
H01940,43.35283783783794,76.82123972440036,Алатау,0.311,-0.054,24.8,2071.0,0.056,0.31,261.0,0.085,893.0,Парк/сквер,0.339,0.924,5.575,0,13.0,3.3846153846153846,5.0,7.051,0.6153846153846154,13.0,0.9230769230769231,0.6923076923076923
H01941,43.35283783783794,76.82873785610951,Алатау,0.361,-0.034,26.9,2866.0,0.06,0.306,196.0,0.063,889.0,Пустырь,-0.121,1.415,3.851,0,22.0,3.1363636363636362,5.0,11.022,0.45454545454545453,20.0,0.8636363636363636,0.5909090909090909
H01942,43.35283783783794,76.83623598781867,Алатау,0.364,-0.07,25.5,3960.0,0.063,0.304,280.0,0.081,888.0,Пустырь,0.382,2.038,6.532,1,24.0,4.208333333333333,5.0,11.248,0.5416666666666666,24.0,0.9166666666666666,0.7916666666666666
H01943,43.35283783783794,76.84373411952782,Алатау,0.329,-0.023,23.0,3562.0,0.067,0.304,313.0,0.167,912.0,Парк/сквер,-0.878,-0.093,3.923,0,1.0,3.0,3.0,0.696,1.0,1.0,1.0,1.0
H01944,43.35283783783794,76.85123225123698,Алатау,0.356,-0.043,26.3,4960.0,0.071,0.305,232.0,0.119,922.0,Парк/сквер,0.11,-0.239,5.644,0,2.0,4.5,5.0,1.048,0.5,2.0,1.0,0.5
H01945,43.35283783783794,76.85873038294613,Алатау,0.361,-0.035,25.4,4345.0,0.075,0.305,256.0,0.057,951.0,Пустырь,-0.496,1.464,5.633,0,23.0,3.6956521739130435,5.0,11.65,0.7391304347826086,23.0,0.8695652173913043,0.5652173913043478
H01946,43.35283783783794,76.86622851465529,Алатау,0.394,-0.016,24.2,2475.0,0.078,0.305,312.0,0.155,928.0,Пустырь,-1.402,-0.79,4.066,0,1.0,2.0,2.0,0.723,1.0,1.0,0.0,0.0
H01947,43.35283783783794,76.87372664636445,Алатау,0.355,-0.031,26.5,3993.0,0.081,0.304,344.0,0.145,962.0,Промышленная,-0.543,0.827,5.432,0,21.0,3.380952380952381,5.0,10.859,0.5714285714285714,19.0,0.7619047619047619,0.5238095238095238
H01948,43.35283783783794,76.8812247780736,Алатау,0.264,-0.042,25.7,3568.0,0.083,0.302,255.0,0.166,940.0,Жилая,0.806,0.908,7.001,1,11.0,3.5454545454545454,5.0,5.131,0.8181818181818182,11.0,0.8181818181818182,0.5454545454545454
H01949,43.35283783783794,76.88872290978276,Алатау,0.279,-0.054,26.5,3088.0,0.084,0.298,354.0,0.206,972.0,Пустырь,0.796,1.448,6.007,0,17.0,3.8823529411764706,5.0,10.003,0.7647058823529411,16.0,0.7647058823529411,0.5882352941176471
H01950,43.35283783783794,76.89622104149191,Алатау,0.309,-0.041,25.9,3877.0,0.085,0.293,256.0,0.116,985.0,Пустырь,0.305,-0.326,5.008,0,1.0,3.0,3.0,0.497,1.0,1.0,1.0,0.0
H01951,43.35283783783794,76.90371917320107,Алатау,0.369,-0.04,25.9,4941.0,0.084,0.287,332.0,0.103,1012.0,Транспорт,-0.524,-0.573,3.591,0,2.0,3.0,3.0,0.94,1.0,2.0,0.5,0.5
H01952,43.35283783783794,76.91121730491022,Алатау,0.273,-0.021,25.8,3293.0,0.081,0.28,327.0,0.104,1004.0,Пустырь,-0.29,1.747,6.503,1,22.0,3.772727272727273,5.0,11.544,0.5909090909090909,17.0,0.9090909090909091,0.7727272727272727
H01953,43.35283783783794,76.91871543661938,Алатау,0.305,-0.06,26.1,4915.0,0.078,0.271,275.0,0.101,1021.0,Пустырь,0.774,0.284,5.329,0,5.0,3.4,5.0,3.477,0.8,5.0,1.0,0.4
H01954,43.35283783783794,76.92621356832854,Турксиб,0.289,-0.036,25.9,5382.0,0.073,0.263,246.0,0.026,974.0,Пустырь,0.128,1.853,6.29,0,33.0,3.757575757575758,5.0,17.829,0.6363636363636364,33.0,0.7878787878787878,0.696969696969697
H01955,43.35283783783794,76.93371170003769,Турксиб,0.308,-0.02,24.3,4797.0,0.068,0.254,305.0,0.084,1039.0,Пустырь,-0.804,0.107,4.563,0,3.0,3.6666666666666665,4.0,1.303,0.6666666666666666,3.0,1.0,1.0
H01956,43.35283783783794,76.94120983174685,Турксиб,0.315,-0.047,22.9,3894.0,0.061,0.246,285.0,0.094,1028.0,Промышленная,-0.18,0.824,4.969,0,9.0,3.3333333333333335,4.0,4.81,0.4444444444444444,8.0,1.0,0.7777777777777778
H01957,43.35283783783794,76.948707963456,Турксиб,0.404,-0.047,26.3,3356.0,0.055,0.238,345.0,0.13,1030.0,Пустырь,-0.649,0.493,3.873,0,13.0,3.3076923076923075,5.0,7.116,0.6153846153846154,13.0,0.7692307692307693,0.5384615384615384
H01958,43.35283783783794,76.95620609516516,Турксиб,0.31,-0.035,26.6,5282.0,0.049,0.231,341.0,0.142,1042.0,Пустырь,-0.174,-0.684,4.571,0,1.0,3.0,3.0,0.549,1.0,1.0,1.0,1.0
H01959,43.35283783783794,76.96370422687431,Турксиб,0.334,-0.028,23.9,3613.0,0.043,0.226,322.0,0.182,1049.0,Коммерческая,-0.745,1.186,5.657,0,13.0,4.153846153846154,5.0,6.844,0.6153846153846154,13.0,0.7692307692307693,0.6923076923076923
H01960,43.35283783783794,76.97120235858347,Турксиб,0.331,-0.048,24.1,3233.0,0.038,0.223,299.0,0.141,1081.0,Транспорт,-0.181,-0.408,4.094,0,4.0,3.25,5.0,2.529,0.75,4.0,0.75,0.5
H01961,43.35283783783794,76.97870049029262,Турксиб,0.353,-0.019,25.3,4016.0,0.034,0.221,312.0,0.158,1066.0,Пустырь,-1.023,1.46,4.446,0,21.0,3.5714285714285716,5.0,11.426,0.6666666666666666,19.0,0.9523809523809523,0.8571428571428571
H01962,43.35283783783794,76.98619862200178,Турксиб,0.311,-0.036,22.7,5748.0,0.031,0.221,316.0,0.093,1072.0,Пустырь,-0.738,1.615,4.8,0,35.0,3.5142857142857142,5.0,19.14,0.6857142857142857,31.0,0.8857142857142857,0.6
H01963,43.35283783783794,76.99369675371094,Турксиб,0.369,-0.028,23.6,4076.0,0.029,0.223,261.0,0.089,1106.0,Транспорт,-1.075,-0.065,3.934,0,1.0,3.0,3.0,0.168,0.0,1.0,1.0,0.0
H01964,43.35283783783794,77.00119488542009,Турксиб,0.388,-0.011,24.0,2624.0,0.028,0.226,349.0,0.091,1092.0,Пустырь,-2.008,-0.813,3.296,0,4.0,1.25,2.0,2.2889999999999997,0.5,4.0,0.5,0.75
H01965,43.35283783783794,77.00869301712925,Турксиб,0.309,-0.053,23.9,3467.0,0.028,0.231,252.0,0.122,1149.0,Пустырь,0.239,0.641,4.71,0,13.0,2.6923076923076925,5.0,5.61,0.7692307692307693,13.0,0.7692307692307693,0.5384615384615384
H01966,43.35283783783794,77.0161911488384,Турксиб,0.432,-0.046,24.1,3826.0,0.029,0.237,320.0,0.059,1145.0,Пустырь,-1.343,0.233,4.123,0,6.0,2.8333333333333335,5.0,4.348,0.8333333333333334,5.0,0.6666666666666666,0.6666666666666666
H01967,43.35283783783794,77.02368928054756,Турксиб,0.386,-0.037,23.4,3274.0,0.03,0.244,367.0,0.17,1107.0,Пустырь,-1.22,0.174,3.704,0,5.0,2.6,4.0,3.24,0.6,5.0,1.0,1.0
H01968,43.35283783783794,77.03118741225671,Турксиб,0.392,-0.054,25.1,304.0,0.032,0.251,395.0,0.098,1103.0,Коммерческая,-0.878,1.374,5.578,0,10.0,4.1,5.0,5.605,0.8,10.0,1.0,0.7
H01969,43.35283783783794,77.03868554396587,Турксиб,0.28,-0.025,23.8,1876.0,0.034,0.258,264.0,0.02,1156.0,Коммерческая,-0.608,-0.145,4.508,0,1.0,3.0,3.0,0.556,1.0,1.0,1.0,1.0
H01970,43.35283783783794,77.04618367567502,Турксиб,0.372,-0.027,23.7,2567.0,0.036,0.266,290.0,0.105,1144.0,Пустырь,-1.168,1.397,5.886,0,21.0,4.095238095238095,5.0,11.303,0.6190476190476191,21.0,0.8571428571428571,0.7619047619047619
H01971,43.35283783783794,77.05368180738418,Турксиб,0.364,-0.028,25.5,3713.0,0.038,0.273,284.0,0.02,1162.0,Пустырь,-1.035,2.544,5.898,0,38.0,3.736842105263158,5.0,19.185,0.631578947368421,33.0,0.7368421052631579,0.5789473684210527
H01972,43.35283783783794,77.06117993909334,Турксиб,0.389,-0.035,24.2,3131.0,0.04,0.279,222.0,0.086,1161.0,Пустырь,-0.782,0.587,4.342,0,13.0,3.4615384615384617,5.0,7.659,0.23076923076923078,13.0,0.7692307692307693,0.9230769230769231
H01973,43.35283783783794,77.06867807080249,Турксиб,0.384,-0.026,24.2,1407.0,0.042,0.285,283.0,0.172,1164.0,Транспорт,-1.032,1.696,4.793,0,17.0,3.5294117647058822,5.0,7.332,0.7647058823529411,16.0,0.9411764705882353,0.5294117647058824
H01974,43.35283783783794,77.07617620251165,Турксиб,0.37,-0.041,23.7,3765.0,0.043,0.289,306.0,0.02,1177.0,Жилая,-0.992,-0.319,3.834,0,1.0,3.0,3.0,0.329,1.0,1.0,1.0,1.0
H01975,43.35283783783794,77.0836743342208,Турксиб,0.351,-0.021,23.6,1093.0,0.044,0.293,316.0,0.065,1202.0,Парк/сквер,-1.37,-1.201,3.273,0,4.0,2.5,3.0,1.649,0.5,4.0,1.0,0.75
H01976,43.35283783783794,77.09117246592996,Турксиб,0.36,-0.029,25.1,2168.0,0.045,0.296,266.0,0.122,1210.0,Пустырь,-0.676,0.149,4.785,0,4.0,4.25,5.0,3.0620000000000003,1.0,4.0,1.0,0.75
H01977,43.35283783783794,77.09867059763911,Турксиб,0.423,-0.043,24.3,1390.0,0.045,0.298,240.0,0.115,1199.0,Пустырь,-0.799,1.132,4.464,0,14.0,2.7857142857142856,5.0,7.016,0.5,13.0,0.8571428571428571,0.7857142857142857
H01978,43.35756756756767,76.78,Алатау,0.316,-0.036,23.4,1314.0,0.044,0.328,223.0,0.083,821.0,Пустырь,-0.269,0.058,5.029,0,2.0,3.5,5.0,0.852,0.5,2.0,1.0,1.0
H01979,43.35756756756767,76.78749813170916,Алатау,0.353,0.006,22.9,1202.0,0.045,0.331,285.0,0.156,826.0,Парк/сквер,-1.883,0.405,4.615,0,3.0,3.6666666666666665,4.0,1.706,0.3333333333333333,3.0,1.0,1.0
H01980,43.35756756756767,76.79499626341831,Алатау,0.301,-0.029,23.7,1892.0,0.046,0.33,268.0,0.078,884.0,Пустырь,-0.515,2.554,5.471,0,11.0,3.727272727272727,5.0,6.72,0.5454545454545454,11.0,0.8181818181818182,0.9090909090909091
H01981,43.35756756756767,76.80249439512747,Алатау,0.311,-0.048,24.6,3582.0,0.048,0.325,224.0,0.082,852.0,Пустырь,0.253,0.327,5.526,0,7.0,3.7142857142857144,5.0,3.863,0.42857142857142855,7.0,1.0,0.7142857142857143
H01982,43.35756756756767,76.80999252683662,Алатау,0.402,-0.009,25.8,2147.0,0.05,0.318,229.0,0.067,910.0,Парк/сквер,-1.438,-0.399,3.597,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H01983,43.35756756756767,76.81749065854578,Алатау,0.276,-0.015,25.6,2598.0,0.052,0.31,301.0,0.126,885.0,Промышленная,-0.469,0.186,5.167,0,3.0,2.3333333333333335,3.0,1.657,1.0,3.0,0.6666666666666666,0.3333333333333333
H01984,43.35756756756767,76.82498879025493,Алатау,0.394,-0.054,23.8,2047.0,0.054,0.304,263.0,0.148,868.0,Транспорт,-0.326,-0.428,4.557,0,1.0,4.0,4.0,0.556,1.0,1.0,1.0,0.0
H01985,43.35756756756767,76.83248692196409,Алатау,0.314,-0.034,25.1,2567.0,0.057,0.3,291.0,0.126,931.0,Пустырь,-0.23,0.757,4.896,0,7.0,3.142857142857143,4.0,4.042,0.7142857142857143,7.0,0.42857142857142855,0.7142857142857143
H01986,43.35756756756767,76.83998505367325,Алатау,0.384,-0.046,25.4,3160.0,0.06,0.298,310.0,0.104,885.0,Парк/сквер,-0.531,0.331,5.829,0,2.0,1.5,2.0,1.1800000000000002,0.5,2.0,0.5,0.0
H01987,43.35756756756767,76.8474831853824,Алатау,0.444,-0.037,23.9,4088.0,0.063,0.297,265.0,0.107,864.0,Жилая,-1.231,-0.013,4.574,0,2.0,3.0,3.0,0.7060000000000001,0.0,2.0,0.5,1.0
H01988,43.35756756756767,76.85498131709156,Алатау,0.409,-0.036,21.5,2897.0,0.065,0.297,256.0,0.182,925.0,Пустырь,-1.063,1.067,4.758,0,15.0,3.6666666666666665,5.0,7.381,0.5333333333333333,13.0,0.8666666666666667,0.5333333333333333
