report_id,hex_id,district,lat,lng,category,severity,user_id,user_trust,verified,date,month
R026945,H02009,Турксиб,43.35757,77.01244,Парковка на газоне,5,U03384,0.508,0,2027-01-21,2027-01
R026946,H02009,Турксиб,43.35757,77.01244,Переполненный бак,1,U00366,0.15,1,2027-05-08,2027-05
R026947,H02009,Турксиб,43.35757,77.01244,Асфальтированный газон,2,U01297,0.227,0,2027-04-18,2027-04
R026948,H02009,Турксиб,43.35757,77.01244,Загрязнённый арык,4,U00279,0.15,1,2027-05-17,2027-05
R026949,H02009,Турксиб,43.35757,77.01244,Парковка на газоне,3,U03494,0.253,0,2027-05-28,2027-05
R026950,H02009,Турксиб,43.35757,77.01244,Пень / вырубка,4,U01523,0.392,0,2026-12-27,2026-12
R026951,H02010,Турксиб,43.35757,77.01994,Асфальтированный газон,2,U02582,0.525,1,2027-02-13,2027-02
R026952,H02010,Турксиб,43.35757,77.01994,Асфальтированный газон,2,U02707,0.246,0,2026-12-10,2026-12
R026953,H02010,Турксиб,43.35757,77.01994,Засохшее дерево,3,U00375,0.168,0,2027-04-25,2027-04
R026954,H02010,Турксиб,43.35757,77.01994,Засохшее дерево,3,U04232,0.556,1,2027-01-11,2027-01
R026955,H02010,Турксиб,43.35757,77.01994,Подтопление,4,U00641,0.839,0,2027-04-26,2027-04
R026956,H02010,Турксиб,43.35757,77.01994,Хорошее место,2,U00073,0.215,1,2026-11-19,2026-11
R026957,H02010,Турксиб,43.35757,77.01994,Дымящая труба,3,U04852,0.631,1,2027-02-09,2027-02
R026958,H02010,Турксиб,43.35757,77.01994,Пень / вырубка,1,U04683,0.548,1,2027-02-24,2027-02
R026959,H02011,Турксиб,43.35757,77.02744,Переполненный бак,4,U04232,0.556,1,2027-03-23,2027-03
R026960,H02011,Турксиб,43.35757,77.02744,Сломанная скамейка/фонарь,4,U03787,0.795,1,2027-01-10,2027-01
R026961,H02011,Турксиб,43.35757,77.02744,Переполненный бак,3,U00507,0.35,0,2027-03-12,2027-03
R026962,H02011,Турксиб,43.35757,77.02744,Загрязнённый арык,4,U02277,0.702,1,2026-10-21,2026-10
R026963,H02011,Турксиб,43.35757,77.02744,Парковка на газоне,2,U03157,0.714,0,2027-03-22,2027-03
R026964,H02011,Турксиб,43.35757,77.02744,Переполненный бак,5,U04921,0.506,0,2026-11-14,2026-11
R026965,H02011,Турксиб,43.35757,77.02744,Засохшее дерево,4,U02324,0.18,0,2027-01-13,2027-01
R026966,H02011,Турксиб,43.35757,77.02744,Сломанная скамейка/фонарь,4,U01567,0.428,0,2027-03-24,2027-03
R026967,H02011,Турксиб,43.35757,77.02744,Стихийная свалка,4,U03507,0.227,0,2027-02-17,2027-02
R026968,H02011,Турксиб,43.35757,77.02744,Пень / вырубка,2,U04232,0.556,1,2027-03-11,2027-03
R026969,H02011,Турксиб,43.35757,77.02744,Засохшее дерево,5,U05018,0.508,1,2027-03-07,2027-03
R026970,H02011,Турксиб,43.35757,77.02744,Сломанная скамейка/фонарь,4,U04232,0.556,1,2027-05-29,2027-05
R026971,H02011,Турксиб,43.35757,77.02744,Подтопление,4,U00453,0.267,1,2027-02-25,2027-02
R026972,H02011,Турксиб,43.35757,77.02744,Асфальтированный газон,3,U03281,0.874,0,2026-11-23,2026-11
R026973,H02011,Турксиб,43.35757,77.02744,Подтопление,3,U02353,0.572,0,2027-03-30,2027-03
R026974,H02012,Турксиб,43.35757,77.03494,Стихийная свалка,5,U03644,0.67,0,2027-05-12,2027-05
R026975,H02012,Турксиб,43.35757,77.03494,Асфальтированный газон,3,U00803,0.48,0,2027-02-03,2027-02
R026976,H02012,Турксиб,43.35757,77.03494,Стихийная свалка,4,U04586,0.42,1,2027-04-02,2027-04
R026977,H02012,Турксиб,43.35757,77.03494,Переполненный бак,5,U02710,0.672,1,2026-11-21,2026-11
R026978,H02012,Турксиб,43.35757,77.03494,Отсутствие озеленения,1,U02602,0.497,1,2026-12-17,2026-12
R026979,H02012,Турксиб,43.35757,77.03494,Парковка на газоне,2,U01738,0.179,1,2026-10-30,2026-10
R026980,H02012,Турксиб,43.35757,77.03494,Стихийная свалка,2,U02664,0.762,1,2027-05-18,2027-05
R026981,H02013,Турксиб,43.35757,77.04243,Сломанная скамейка/фонарь,3,U01438,0.322,1,2026-12-12,2026-12
R026982,H02013,Турксиб,43.35757,77.04243,Отсутствие озеленения,3,U05058,0.604,0,2026-12-01,2026-12
R026983,H02013,Турксиб,43.35757,77.04243,Пень / вырубка,3,U05063,0.305,1,2027-04-02,2027-04
R026984,H02013,Турксиб,43.35757,77.04243,Переполненный бак,1,U01272,0.777,1,2027-05-06,2027-05
R026985,H02013,Турксиб,43.35757,77.04243,Пень / вырубка,4,U01998,0.55,0,2027-03-25,2027-03
R026986,H02015,Турксиб,43.35757,77.05743,Переполненный бак,3,U02602,0.497,0,2026-11-06,2026-11
R026987,H02015,Турксиб,43.35757,77.05743,Пень / вырубка,3,U00913,0.55,1,2027-03-08,2027-03
R026988,H02015,Турксиб,43.35757,77.05743,Засохшее дерево,4,U01564,0.425,1,2026-11-28,2026-11
R026989,H02015,Турксиб,43.35757,77.05743,Засохшее дерево,5,U02726,0.15,1,2026-09-12,2026-09
R026990,H02015,Турксиб,43.35757,77.05743,Отсутствие озеленения,5,U02601,0.364,0,2026-11-30,2026-11
R026991,H02015,Турксиб,43.35757,77.05743,Засохшее дерево,5,U04985,0.501,1,2027-05-01,2027-05
R026992,H02015,Турксиб,43.35757,77.05743,Переполненный бак,5,U04985,0.501,0,2027-04-01,2027-04
R026993,H02015,Турксиб,43.35757,77.05743,Парковка на газоне,5,U00191,0.884,1,2026-11-29,2026-11
R026994,H02015,Турксиб,43.35757,77.05743,Стихийная свалка,3,U01298,0.38,0,2027-02-20,2027-02
R026995,H02015,Турксиб,43.35757,77.05743,Загрязнённый арык,4,U04949,0.653,1,2027-04-14,2027-04
R026996,H02015,Турксиб,43.35757,77.05743,Стихийная свалка,2,U01749,0.321,0,2027-04-11,2027-04
R026997,H02015,Турксиб,43.35757,77.05743,Переполненный бак,3,U00225,0.458,0,2027-04-29,2027-04
R026998,H02015,Турксиб,43.35757,77.05743,Переполненный бак,3,U03207,0.646,1,2026-12-22,2026-12
R026999,H02015,Турксиб,43.35757,77.05743,Переполненный бак,3,U03572,0.606,0,2027-04-17,2027-04
R027000,H02015,Турксиб,43.35757,77.05743,Дымящая труба,3,U02621,0.205,0,2027-04-27,2027-04
R027001,H02015,Турксиб,43.35757,77.05743,Загрязнённый арык,3,U01494,0.553,1,2027-01-13,2027-01
R027002,H02015,Турксиб,43.35757,77.05743,Засохшее дерево,4,U03897,0.373,1,2026-11-29,2026-11
R027003,H02015,Турксиб,43.35757,77.05743,Сломанная скамейка/фонарь,3,U01749,0.321,0,2027-03-16,2027-03
R027004,H02015,Турксиб,43.35757,77.05743,Засохшее дерево,3,U02277,0.702,1,2027-04-19,2027-04
R027005,H02015,Турксиб,43.35757,77.05743,Парковка на газоне,5,U01519,0.653,1,2027-05-07,2027-05
R027006,H02015,Турксиб,43.35757,77.05743,Переполненный бак,4,U03562,0.687,1,2027-02-17,2027-02
R027007,H02016,Турксиб,43.35757,77.06493,Парковка на газоне,2,U04461,0.726,1,2027-03-30,2027-03
R027008,H02016,Турксиб,43.35757,77.06493,Хорошее место,3,U04495,0.828,1,2027-06-14,2027-06
R027009,H02016,Турксиб,43.35757,77.06493,Стихийная свалка,3,U03426,0.58,0,2026-12-24,2026-12
R027010,H02017,Турксиб,43.35757,77.07243,Стихийная свалка,2,U01530,0.166,0,2026-12-20,2026-12
R027011,H02017,Турксиб,43.35757,77.07243,Засохшее дерево,2,U01738,0.179,1,2027-03-31,2027-03
R027012,H02017,Турксиб,43.35757,77.07243,Парковка на газоне,4,U02315,0.499,1,2026-12-07,2026-12
R027013,H02018,Турксиб,43.35757,77.07993,Дымящая труба,3,U01305,0.664,0,2027-03-04,2027-03
R027014,H02018,Турксиб,43.35757,77.07993,Отсутствие озеленения,4,U01622,0.279,1,2026-12-19,2026-12
R027015,H02018,Турксиб,43.35757,77.07993,Асфальтированный газон,4,U01992,0.423,0,2027-04-21,2027-04
R027016,H02018,Турксиб,43.35757,77.07993,Парковка на газоне,5,U04540,0.462,0,2027-05-18,2027-05
R027017,H02019,Турксиб,43.35757,77.08742,Дымящая труба,3,U01807,0.586,1,2026-11-22,2026-11
R027018,H02019,Турксиб,43.35757,77.08742,Дымящая труба,3,U02775,0.399,0,2027-04-08,2027-04
R027019,H02019,Турксиб,43.35757,77.08742,Засохшее дерево,2,U02441,0.886,1,2027-02-12,2027-02
R027020,H02019,Турксиб,43.35757,77.08742,Переполненный бак,1,U03628,0.457,1,2026-12-06,2026-12
R027021,H02020,Турксиб,43.35757,77.09492,Сломанная скамейка/фонарь,3,U00740,0.213,0,2027-04-29,2027-04
R027022,H02020,Турксиб,43.35757,77.09492,Дымящая труба,5,U01531,0.592,1,2027-03-10,2027-03
R027023,H02020,Турксиб,43.35757,77.09492,Переполненный бак,4,U00387,0.379,0,2027-05-15,2027-05
R027024,H02020,Турксиб,43.35757,77.09492,Подтопление,4,U02152,0.464,0,2027-04-06,2027-04
R027025,H02020,Турксиб,43.35757,77.09492,Подтопление,5,U00387,0.379,1,2027-05-14,2027-05
R027026,H02020,Турксиб,43.35757,77.09492,Отсутствие озеленения,5,U04232,0.556,1,2026-10-28,2026-10
R027027,H02020,Турксиб,43.35757,77.09492,Сломанная скамейка/фонарь,4,U01191,0.171,0,2027-02-14,2027-02
R027028,H02020,Турксиб,43.35757,77.09492,Асфальтированный газон,5,U01414,0.169,1,2027-03-14,2027-03
R027029,H02020,Турксиб,43.35757,77.09492,Сломанная скамейка/фонарь,5,U02658,0.195,0,2027-03-24,2027-03
R027030,H02020,Турксиб,43.35757,77.09492,Дымящая труба,5,U03569,0.62,1,2026-11-22,2026-11
R027031,H02020,Турксиб,43.35757,77.09492,Стихийная свалка,2,U00735,0.402,0,2027-05-13,2027-05
R027032,H02020,Турксиб,43.35757,77.09492,Асфальтированный газон,4,U03810,0.595,0,2027-02-23,2027-02
R027033,H02020,Турксиб,43.35757,77.09492,Переполненный бак,5,U04470,0.809,1,2027-04-21,2027-04
R027034,H02020,Турксиб,43.35757,77.09492,Пень / вырубка,2,U00079,0.498,0,2027-01-07,2027-01
R027035,H02020,Турксиб,43.35757,77.09492,Стихийная свалка,4,U00652,0.15,1,2027-03-14,2027-03
R027036,H02020,Турксиб,43.35757,77.09492,Парковка на газоне,5,U03568,0.483,1,2027-03-07,2027-03
R027037,H02020,Турксиб,43.35757,77.09492,Засохшее дерево,4,U02429,0.788,1,2026-10-26,2026-10
R027038,H02020,Турксиб,43.35757,77.09492,Переполненный бак,5,U03734,0.36,1,2027-05-09,2027-05
R027039,H02020,Турксиб,43.35757,77.09492,Дымящая труба,5,U04232,0.556,0,2026-12-11,2026-12
R027040,H02020,Турксиб,43.35757,77.09492,Сломанная скамейка/фонарь,5,U04852,0.631,1,2027-04-24,2027-04
R027041,H02020,Турксиб,43.35757,77.09492,Подтопление,3,U04689,0.5,1,2026-11-14,2026-11
R027042,H02020,Турксиб,43.35757,77.09492,Дымящая труба,3,U03394,0.229,1,2027-01-22,2027-01
R027043,H02020,Турксиб,43.35757,77.09492,Засохшее дерево,3,U03588,0.742,1,2027-05-13,2027-05
R027044,H02020,Турксиб,43.35757,77.09492,Подтопление,2,U01702,0.193,1,2027-03-10,2027-03
R027045,H02020,Турксиб,43.35757,77.09492,Сломанная скамейка/фонарь,4,U02548,0.508,1,2027-06-10,2027-06
R027046,H02020,Турксиб,43.35757,77.09492,Стихийная свалка,2,U04699,0.491,1,2027-03-28,2027-03
R027047,H02020,Турксиб,43.35757,77.09492,Парковка на газоне,2,U01601,0.335,1,2027-04-19,2027-04
R027048,H02021,Алатау,43.3623,76.78375,Загрязнённый арык,3,U01500,0.225,1,2027-01-30,2027-01
R027049,H02021,Алатау,43.3623,76.78375,Дымящая труба,5,U02769,0.914,1,2027-01-19,2027-01
R027050,H02021,Алатау,43.3623,76.78375,Сломанная скамейка/фонарь,1,U04468,0.825,1,2027-03-01,2027-03
R027051,H02021,Алатау,43.3623,76.78375,Стихийная свалка,4,U00735,0.402,1,2027-03-15,2027-03
R027052,H02021,Алатау,43.3623,76.78375,Сломанная скамейка/фонарь,2,U02403,0.767,1,2026-11-07,2026-11
R027053,H02021,Алатау,43.3623,76.78375,Парковка на газоне,5,U02100,0.492,1,2027-04-09,2027-04
R027054,H02021,Алатау,43.3623,76.78375,Пень / вырубка,4,U02875,0.896,1,2027-01-15,2027-01
R027055,H02021,Алатау,43.3623,76.78375,Стихийная свалка,3,U02444,0.763,1,2027-01-28,2027-01
R027056,H02021,Алатау,43.3623,76.78375,Парковка на газоне,2,U04232,0.556,0,2027-06-19,2027-06
R027057,H02021,Алатау,43.3623,76.78375,Пень / вырубка,5,U01964,0.408,0,2027-04-11,2027-04
R027058,H02021,Алатау,43.3623,76.78375,Загрязнённый арык,3,U00279,0.15,1,2026-10-20,2026-10
R027059,H02022,Алатау,43.3623,76.79125,Сломанная скамейка/фонарь,1,U04232,0.556,1,2026-11-28,2026-11
R027060,H02022,Алатау,43.3623,76.79125,Стихийная свалка,4,U04232,0.556,1,2027-02-04,2027-02
R027061,H02022,Алатау,43.3623,76.79125,Переполненный бак,2,U03997,0.335,0,2027-06-24,2027-06
R027062,H02022,Алатау,43.3623,76.79125,Асфальтированный газон,4,U05005,0.921,1,2027-01-28,2027-01
R027063,H02022,Алатау,43.3623,76.79125,Пень / вырубка,2,U02221,0.622,1,2027-01-06,2027-01
R027064,H02022,Алатау,43.3623,76.79125,Дымящая труба,4,U00698,0.874,0,2027-03-11,2027-03
R027065,H02022,Алатау,43.3623,76.79125,Переполненный бак,1,U00366,0.15,0,2027-01-20,2027-01
R027066,H02022,Алатау,43.3623,76.79125,Загрязнённый арык,4,U03383,0.688,0,2026-10-19,2026-10
R027067,H02022,Алатау,43.3623,76.79125,Пень / вырубка,3,U02682,0.741,1,2027-03-10,2027-03
R027068,H02022,Алатау,43.3623,76.79125,Переполненный бак,3,U04507,0.41,1,2027-01-27,2027-01
R027069,H02022,Алатау,43.3623,76.79125,Парковка на газоне,2,U04232,0.556,0,2026-11-19,2026-11
R027070,H02022,Алатау,43.3623,76.79125,Загрязнённый арык,3,U04232,0.556,1,2026-10-13,2026-10
R027071,H02022,Алатау,43.3623,76.79125,Переполненный бак,4,U04232,0.556,1,2027-04-19,2027-04
R027072,H02023,Алатау,43.3623,76.79875,Стихийная свалка,2,U00618,0.842,0,2026-12-21,2026-12
R027073,H02023,Алатау,43.3623,76.79875,Сломанная скамейка/фонарь,1,U03685,0.415,1,2027-05-04,2027-05
R027074,H02024,Алатау,43.3623,76.80624,Дымящая труба,4,U04495,0.828,1,2027-02-10,2027-02
R027075,H02024,Алатау,43.3623,76.80624,Загрязнённый арык,2,U00736,0.679,1,2027-05-08,2027-05
R027076,H02024,Алатау,43.3623,76.80624,Сломанная скамейка/фонарь,3,U03517,0.28,0,2026-12-07,2026-12
R027077,H02024,Алатау,43.3623,76.80624,Отсутствие озеленения,3,U00796,0.453,1,2027-02-25,2027-02
R027078,H02024,Алатау,43.3623,76.80624,Переполненный бак,5,U00165,0.215,0,2027-04-10,2027-04
R027079,H02024,Алатау,43.3623,76.80624,Дымящая труба,3,U04245,0.783,1,2026-12-07,2026-12
R027080,H02024,Алатау,43.3623,76.80624,Переполненный бак,4,U03670,0.508,1,2027-02-09,2027-02
R027081,H02025,Алатау,43.3623,76.81374,Стихийная свалка,4,U02734,0.848,1,2026-11-30,2026-11
R027082,H02025,Алатау,43.3623,76.81374,Дымящая труба,3,U01749,0.321,1,2027-02-18,2027-02
R027083,H02025,Алатау,43.3623,76.81374,Парковка на газоне,3,U01573,0.244,1,2027-02-04,2027-02
R027084,H02025,Алатау,43.3623,76.81374,Загрязнённый арык,3,U00923,0.47,0,2027-02-17,2027-02
R027085,H02026,Алатау,43.3623,76.82124,Стихийная свалка,2,U01160,0.338,0,2027-04-08,2027-04
R027086,H02028,Алатау,43.3623,76.83624,Стихийная свалка,3,U02277,0.702,1,2027-06-03,2027-06
R027087,H02028,Алатау,43.3623,76.83624,Загрязнённый арык,4,U02862,0.559,0,2026-10-29,2026-10
R027088,H02028,Алатау,43.3623,76.83624,Загрязнённый арык,4,U02219,0.828,1,2027-02-26,2027-02
R027089,H02028,Алатау,43.3623,76.83624,Дымящая труба,1,U04143,0.15,0,2026-12-02,2026-12
R027090,H02028,Алатау,43.3623,76.83624,Переполненный бак,4,U03208,0.616,1,2027-04-26,2027-04
R027091,H02028,Алатау,43.3623,76.83624,Парковка на газоне,3,U04817,0.583,0,2027-02-04,2027-02
R027092,H02028,Алатау,43.3623,76.83624,Засохшее дерево,2,U01519,0.653,1,2027-05-14,2027-05
R027093,H02028,Алатау,43.3623,76.83624,Отсутствие озеленения,5,U00919,0.47,0,2026-12-01,2026-12
R027094,H02028,Алатау,43.3623,76.83624,Сломанная скамейка/фонарь,4,U03843,0.647,1,2027-03-24,2027-03
R027095,H02028,Алатау,43.3623,76.83624,Дымящая труба,4,U02386,0.397,1,2027-06-01,2027-06
R027096,H02028,Алатау,43.3623,76.83624,Сломанная скамейка/фонарь,5,U04027,0.581,1,2027-03-02,2027-03
R027097,H02029,Алатау,43.3623,76.84373,Загрязнённый арык,4,U01969,0.602,0,2026-11-17,2026-11
R027098,H02029,Алатау,43.3623,76.84373,Сломанная скамейка/фонарь,3,U00435,0.614,1,2027-02-02,2027-02
R027099,H02029,Алатау,43.3623,76.84373,Парковка на газоне,4,U03136,0.15,1,2027-03-23,2027-03
R027100,H02029,Алатау,43.3623,76.84373,Переполненный бак,1,U00511,0.425,0,2026-11-29,2026-11
R027101,H02030,Алатау,43.3623,76.85123,Асфальтированный газон,5,U02353,0.572,0,2027-02-10,2027-02
R027102,H02030,Алатау,43.3623,76.85123,Подтопление,3,U04232,0.556,0,2027-02-11,2027-02
R027103,H02030,Алатау,43.3623,76.85123,Пень / вырубка,3,U03782,0.254,1,2027-02-21,2027-02
R027104,H02030,Алатау,43.3623,76.85123,Отсутствие озеленения,3,U02230,0.715,1,2027-02-18,2027-02
R027105,H02030,Алатау,43.3623,76.85123,Загрязнённый арык,5,U03083,0.39,1,2027-02-19,2027-02
R027106,H02030,Алатау,43.3623,76.85123,Загрязнённый арык,3,U01115,0.53,0,2027-02-26,2027-02
R027107,H02031,Алатау,43.3623,76.85873,Загрязнённый арык,5,U00057,0.334,0,2027-06-11,2027-06
R027108,H02031,Алатау,43.3623,76.85873,Переполненный бак,3,U04030,0.468,1,2026-12-14,2026-12
R027109,H02031,Алатау,43.3623,76.85873,Отсутствие озеленения,4,U04828,0.763,1,2027-03-15,2027-03
R027110,H02031,Алатау,43.3623,76.85873,Переполненный бак,2,U04307,0.15,1,2027-04-26,2027-04
R027111,H02032,Алатау,43.3623,76.86623,Парковка на газоне,3,U01624,0.392,0,2027-01-19,2027-01
R027112,H02032,Алатау,43.3623,76.86623,Дымящая труба,4,U01107,0.75,1,2027-04-30,2027-04
R027113,H02032,Алатау,43.3623,76.86623,Дымящая труба,2,U04495,0.828,1,2027-03-21,2027-03
R027114,H02032,Алатау,43.3623,76.86623,Асфальтированный газон,4,U03016,0.49,1,2027-03-26,2027-03
R027115,H02032,Алатау,43.3623,76.86623,Дымящая труба,5,U04517,0.232,1,2027-04-13,2027-04
R027116,H02032,Алатау,43.3623,76.86623,Парковка на газоне,2,U00254,0.727,1,2027-03-12,2027-03
R027117,H02032,Алатау,43.3623,76.86623,Отсутствие озеленения,4,U04828,0.763,1,2026-11-19,2026-11
R027118,H02033,Алатау,43.3623,76.87373,Переполненный бак,5,U01519,0.653,0,2027-02-17,2027-02
R027119,H02033,Алатау,43.3623,76.87373,Парковка на газоне,5,U04232,0.556,0,2026-10-28,2026-10
R027120,H02033,Алатау,43.3623,76.87373,Засохшее дерево,4,U05092,0.648,1,2027-04-08,2027-04
R027121,H02033,Алатау,43.3623,76.87373,Дымящая труба,3,U02576,0.234,1,2027-03-18,2027-03
R027122,H02033,Алатау,43.3623,76.87373,Парковка на газоне,5,U04453,0.687,1,2027-01-18,2027-01
R027123,H02033,Алатау,43.3623,76.87373,Переполненный бак,4,U03229,0.556,1,2026-12-03,2026-12
R027124,H02033,Алатау,43.3623,76.87373,Переполненный бак,4,U03231,0.419,1,2027-06-20,2027-06
R027125,H02033,Алатау,43.3623,76.87373,Дымящая труба,4,U04963,0.44,1,2026-09-16,2026-09
R027126,H02033,Алатау,43.3623,76.87373,Подтопление,3,U00964,0.647,0,2027-03-19,2027-03
R027127,H02033,Алатау,43.3623,76.87373,Засохшее дерево,4,U04232,0.556,1,2027-05-06,2027-05
R027128,H02033,Алатау,43.3623,76.87373,Пень / вырубка,3,U03113,0.289,0,2027-01-08,2027-01
R027129,H02033,Алатау,43.3623,76.87373,Переполненный бак,1,U04144,0.775,1,2026-10-26,2026-10
R027130,H02033,Алатау,43.3623,76.87373,Переполненный бак,2,U00542,0.158,0,2027-04-08,2027-04
R027131,H02033,Алатау,43.3623,76.87373,Переполненный бак,3,U01474,0.519,0,2027-01-23,2027-01
R027132,H02033,Алатау,43.3623,76.87373,Засохшее дерево,4,U04113,0.465,1,2027-03-26,2027-03
R027133,H02033,Алатау,43.3623,76.87373,Засохшее дерево,3,U04495,0.828,0,2027-03-12,2027-03
R027134,H02033,Алатау,43.3623,76.87373,Асфальтированный газон,2,U00375,0.168,1,2026-12-21,2026-12
R027135,H02035,Алатау,43.3623,76.88872,Подтопление,4,U03683,0.438,1,2027-01-11,2027-01
R027136,H02035,Алатау,43.3623,76.88872,Асфальтированный газон,5,U04510,0.417,0,2027-04-02,2027-04
R027137,H02035,Алатау,43.3623,76.88872,Переполненный бак,2,U03430,0.754,1,2027-06-11,2027-06
R027138,H02035,Алатау,43.3623,76.88872,Асфальтированный газон,5,U03727,0.877,1,2027-04-08,2027-04
R027139,H02035,Алатау,43.3623,76.88872,Загрязнённый арык,5,U03962,0.266,1,2027-03-03,2027-03
R027140,H02035,Алатау,43.3623,76.88872,Дымящая труба,5,U04495,0.828,0,2027-05-29,2027-05
R027141,H02035,Алатау,43.3623,76.88872,Засохшее дерево,5,U00400,0.259,1,2027-01-04,2027-01
R027142,H02035,Алатау,43.3623,76.88872,Загрязнённый арык,3,U00387,0.379,1,2026-10-11,2026-10
R027143,H02035,Алатау,43.3623,76.88872,Дымящая труба,3,U01225,0.291,0,2026-12-13,2026-12
R027144,H02035,Алатау,43.3623,76.88872,Загрязнённый арык,4,U01996,0.672,0,2027-04-01,2027-04
R027145,H02035,Алатау,43.3623,76.88872,Сломанная скамейка/фонарь,5,U04570,0.667,1,2026-12-10,2026-12
R027146,H02035,Алатау,43.3623,76.88872,Парковка на газоне,4,U04232,0.556,0,2027-05-31,2027-05
R027147,H02035,Алатау,43.3623,76.88872,Дымящая труба,2,U02950,0.87,1,2027-02-11,2027-02
R027148,H02035,Алатау,43.3623,76.88872,Засохшее дерево,3,U01091,0.97,1,2026-10-27,2026-10
R027149,H02036,Алатау,43.3623,76.89622,Загрязнённый арык,4,U00694,0.15,1,2027-05-19,2027-05
R027150,H02036,Алатау,43.3623,76.89622,Парковка на газоне,5,U00388,0.653,1,2026-11-10,2026-11
R027151,H02036,Алатау,43.3623,76.89622,Сломанная скамейка/фонарь,1,U04527,0.762,1,2027-04-18,2027-04
R027152,H02036,Алатау,43.3623,76.89622,Засохшее дерево,2,U01547,0.616,1,2026-12-02,2026-12
R027153,H02036,Алатау,43.3623,76.89622,Пень / вырубка,4,U02168,0.582,1,2027-06-02,2027-06
R027154,H02036,Алатау,43.3623,76.89622,Загрязнённый арык,3,U02577,0.551,1,2027-06-10,2027-06
R027155,H02036,Алатау,43.3623,76.89622,Сломанная скамейка/фонарь,4,U03378,0.164,1,2027-05-26,2027-05
R027156,H02036,Алатау,43.3623,76.89622,Загрязнённый арык,3,U00405,0.93,1,2027-03-05,2027-03
R027157,H02037,Алатау,43.3623,76.90372,Парковка на газоне,4,U03078,0.544,1,2027-05-02,2027-05
R027158,H02037,Алатау,43.3623,76.90372,Пень / вырубка,5,U04232,0.556,1,2026-09-04,2026-09
R027159,H02037,Алатау,43.3623,76.90372,Пень / вырубка,3,U03100,0.506,1,2026-10-25,2026-10
R027160,H02037,Алатау,43.3623,76.90372,Дымящая труба,3,U00366,0.15,0,2026-12-16,2026-12
R027161,H02037,Алатау,43.3623,76.90372,Загрязнённый арык,5,U04495,0.828,1,2027-03-09,2027-03
R027162,H02037,Алатау,43.3623,76.90372,Сломанная скамейка/фонарь,5,U00279,0.15,0,2027-05-10,2027-05
R027163,H02037,Алатау,43.3623,76.90372,Отсутствие озеленения,1,U05140,0.431,0,2027-03-04,2027-03
R027164,H02037,Алатау,43.3623,76.90372,Дымящая труба,5,U04746,0.567,1,2027-05-21,2027-05
R027165,H02037,Алатау,43.3623,76.90372,Пень / вырубка,5,U03616,0.733,1,2027-05-14,2027-05
R027166,H02037,Алатау,43.3623,76.90372,Засохшее дерево,5,U02994,0.15,0,2026-12-29,2026-12
R027167,H02037,Алатау,43.3623,76.90372,Переполненный бак,5,U00035,0.529,0,2027-04-23,2027-04
R027168,H02037,Алатау,43.3623,76.90372,Загрязнённый арык,4,U04496,0.532,1,2027-04-08,2027-04
R027169,H02037,Алатау,43.3623,76.90372,Хорошее место,1,U02676,0.802,1,2027-02-20,2027-02
R027170,H02037,Алатау,43.3623,76.90372,Подтопление,4,U03355,0.467,1,2027-06-01,2027-06
R027171,H02037,Алатау,43.3623,76.90372,Пень / вырубка,5,U01422,0.456,1,2027-03-03,2027-03
R027172,H02037,Алатау,43.3623,76.90372,Засохшее дерево,2,U00507,0.35,1,2027-05-24,2027-05
R027173,H02037,Алатау,43.3623,76.90372,Хорошее место,5,U01709,0.4,0,2026-09-29,2026-09
R027174,H02037,Алатау,43.3623,76.90372,Сломанная скамейка/фонарь,4,U00105,0.499,1,2027-01-02,2027-01
R027175,H02037,Алатау,43.3623,76.90372,Загрязнённый арык,5,U04232,0.556,1,2027-01-03,2027-01
R027176,H02038,Алатау,43.3623,76.91122,Дымящая труба,2,U04274,0.334,0,2027-03-04,2027-03
R027177,H02039,Алатау,43.3623,76.91872,Загрязнённый арык,3,U04891,0.277,0,2027-03-17,2027-03
R027178,H02039,Алатау,43.3623,76.91872,Стихийная свалка,3,U00377,0.181,1,2027-03-06,2027-03
R027179,H02039,Алатау,43.3623,76.91872,Пень / вырубка,4,U03787,0.795,1,2027-03-27,2027-03
R027180,H02039,Алатау,43.3623,76.91872,Сломанная скамейка/фонарь,1,U00225,0.458,0,2026-10-06,2026-10
R027181,H02039,Алатау,43.3623,76.91872,Пень / вырубка,4,U02915,0.223,0,2027-04-01,2027-04
R027182,H02040,Турксиб,43.3623,76.92621,Подтопление,4,U01749,0.321,1,2027-03-05,2027-03
R027183,H02040,Турксиб,43.3623,76.92621,Дымящая труба,3,U00718,0.568,1,2027-05-15,2027-05
R027184,H02040,Турксиб,43.3623,76.92621,Стихийная свалка,2,U04495,0.828,1,2027-04-18,2027-04
R027185,H02040,Турксиб,43.3623,76.92621,Подтопление,4,U01494,0.553,0,2027-02-26,2027-02
R027186,H02041,Турксиб,43.3623,76.93371,Асфальтированный газон,4,U00992,0.567,1,2026-11-03,2026-11
R027187,H02041,Турксиб,43.3623,76.93371,Переполненный бак,3,U03061,0.653,0,2027-04-01,2027-04
R027188,H02041,Турксиб,43.3623,76.93371,Стихийная свалка,4,U03886,0.843,1,2027-05-31,2027-05
R027189,H02041,Турксиб,43.3623,76.93371,Сломанная скамейка/фонарь,4,U04236,0.8,1,2027-04-11,2027-04
